# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
     61000  -0.6953155065E+006  -0.2836595991E+005  -0.7236814664E+006  -0.3052372299E+006   0.4597390944E+007  -0.5786749187E+007   0.2827990690E+005  -0.1466315566E+007  -0.1479563795E+004   0.7248748709E+006   0.3941456019E+006  -0.5428360695E+005  -0.1126739731E+007
     62000  -0.6928325931E+006  -0.2825036830E+005  -0.7210829614E+006  -0.3044494864E+006   0.4597457609E+007  -0.5786637223E+007   0.3024815703E+005  -0.1463380942E+007  -0.5513705801E+004   0.7228668176E+006   0.3987418451E+006  -0.6222946440E+005  -0.1130598411E+007
     63000  -0.6973011604E+006  -0.2831303051E+005  -0.7256141909E+006  -0.3051281347E+006   0.4595398033E+007  -0.5786637223E+007   0.2850053889E+005  -0.1467866785E+007  -0.4920736640E+004   0.7116863302E+006   0.4098536528E+006  -0.5862012642E+005  -0.1135481856E+007
     64000  -0.7007845261E+006  -0.2826234097E+005  -0.7290468670E+006  -0.3015918717E+006   0.4596156358E+007  -0.5786637223E+007   0.2996933794E+005  -0.1462103398E+007  -0.5412962841E+004   0.7175941881E+006   0.3937839274E+006  -0.5571052156E+005  -0.1140895634E+007
     65000  -0.7040530280E+006  -0.2857929490E+005  -0.7326323229E+006  -0.3017015828E+006   0.4599402903E+007  -0.5789484769E+007   0.2755102417E+005  -0.1464232425E+007   0.1165459081E+003   0.7187366563E+006   0.3935009790E+006  -0.5316653018E+005  -0.1137677097E+007
     66000  -0.7089046002E+006  -0.2867388556E+005  -0.7375784857E+006  -0.3026173918E+006   0.4604066713E+007  -0.5793148744E+007   0.2944039145E+005  -0.1462259031E+007  -0.8354488475E+003   0.7171608254E+006   0.4131947674E+006  -0.5929176214E+005  -0.1129609135E+007
     67000  -0.7108837091E+006  -0.2869070156E+005  -0.7395744106E+006  -0.3070473823E+006   0.4597101211E+007  -0.5786637223E+007   0.3032840904E+005  -0.1466254984E+007   0.2748848608E+003   0.7173319370E+006   0.4000628178E+006  -0.5349040414E+005  -0.1141650160E+007
     68000  -0.7195086776E+006  -0.2900942197E+005  -0.7485180995E+006  -0.3051607838E+006   0.4598280370E+007  -0.5786637223E+007   0.2933022432E+005  -0.1464187412E+007  -0.7620043880E+004   0.7216179196E+006   0.3974073443E+006  -0.5609512487E+005  -0.1157395416E+007
     69000  -0.7152846369E+006  -0.2863252914E+005  -0.7439171660E+006  -0.3041263249E+006   0.4616197867E+007  -0.5805804158E+007   0.3051936127E+005  -0.1463213254E+007  -0.1786262635E+004   0.7190331569E+006   0.4013335577E+006  -0.5347038522E+005  -0.1142020354E+007
     70000  -0.7011491577E+006  -0.2852426474E+005  -0.7296734224E+006  -0.3025676245E+006   0.4600597562E+007  -0.5788494853E+007   0.2934797367E+005  -0.1461116942E+007  -0.4006207696E+004   0.7151422624E+006   0.4228143226E+006  -0.5130008279E+005  -0.1108140070E+007
